clean_smiles,target_name,pIC50,Protein_Hydrophobicity,Protein_Weight,Protein_Isoelectric,Protein_Aromaticity
COc1cc2ncnc(Oc3ccc4c(C(N)=O)cccc4c3)c2cc1OC,CA IX,4.698970004336019,-0.3566448801742919,49697.2476,4.63723201751709,0.0566448801742919
C=Cc1cc(O)cc2nc(-c3ccc(O)cc3C)oc12,CA III,5.95233580539844,-0.6030769230769231,29557.0647,6.861625862121582,0.1076923076923077
Oc1ccc2c(c1)SC(CC1CCCCC1)C(c1ccc(OCCN3CCCCC3)cc1)O2,CA III,8.4089353929735,-0.6030769230769231,29557.0647,6.861625862121582,0.1076923076923077
O=C(NC1CCCCCC1OC(=O)c1cc(O)c(C(=O)c2c(O)cccc2C(=O)O)c(O)c1)c1ccc(O)cc1,CA VA,7.221848749616356,-0.3711475409836066,34749.9918,7.179071617126465,0.1180327868852459
COC(=O)c1ccccc1CS(=O)(=O)NC(CC1CCCN(C(=N)N)C1)C(=O)NCC(=O)NC1CCCN(C(=N)N)C1O,CA I,5.958607314841775,-0.5363984674329502,28869.8371,6.591811180114747,0.0957854406130268
Cc1cc(=O)[nH]nc1-c1ccc(NC(=O)Nc2cc(C(F)(F)F)ccc2F)cc1,CA IX,5.59999938302362,-0.3566448801742919,49697.2476,4.63723201751709,0.0566448801742919
N#Cc1ncc2nc1OCCCCCOc1cc(OCC(O)CO)c(Cl)cc1NC(=O)N2,CA IX,5.499999678657065,-0.3566448801742919,49697.2476,4.63723201751709,0.0566448801742919
CN(C(=O)C1CCCCC1)c1ccc2c(c1)nc(NC(=O)c1ccc(C#N)cc1)n2CCC(N)=O,CA IX,5.499999678657065,-0.3566448801742919,49697.2476,4.63723201751709,0.0566448801742919
COc1ccc(C2CN(C)Cc3cc(OCCCN4CCOCC4)ccc32)cc1,CA IV,8.530095657096897,-0.3439102564102564,35031.9265,7.68482494354248,0.0801282051282051
Cn1c(Nc2ccc(C(F)(F)F)cc2)nc2cc(Oc3ccnc(-c4ncc(C(F)(F)F)[nH]4)c3)ccc21,CA IX,5.0,-0.3566448801742919,49697.2476,4.63723201751709,0.0566448801742919
CN(C)Cc1cc(OCCCN2CCCCC2)ccc1OCc1ccccc1Cl,CA IV,8.619788758288394,-0.3439102564102564,35031.9265,7.68482494354248,0.0801282051282051
CCCC(CCC)C(=O)Nc1ccc(S(N)(=O)=O)cc1,CA II,6.619788758288394,-0.5788461538461539,29245.6681,6.867537117004395,0.1038461538461538
CNS(=O)(=O)Nc1c(CCc2ccccc2)ccn(CC(=O)NC2CCCN(C(=N)N)C2O)c1=O,CA I,7.296708621881338,-0.5363984674329502,28869.8371,6.591811180114747,0.0957854406130268
CCN1CCOCCn2cc(c3ccccc32)C2=C(C(=O)NC2=O)c2cn(c3ccccc23)CCOCC1,CA VA,6.522878745280337,-0.3711475409836066,34749.9918,7.179071617126465,0.1180327868852459
CCOC(=O)CCC(=O)N(c1ccc2c(c1)nc(C)n2Cc1ccc2ccc(C(=N)N)cc2c1)C1CCN(C(C)=N)CC1,CA I,5.301029995663981,-0.5363984674329502,28869.8371,6.591811180114747,0.0957854406130268
NS(=O)(=O)c1c(F)c(F)c(Sc2nc3ccccc3s2)c(F)c1F,CA II,8.958607314841775,-0.5788461538461539,29245.6681,6.867537117004395,0.1038461538461538
O=c1oc(-c2ccccc2I)nc2ccccc12,CA I,6.292429823902063,-0.5363984674329502,28869.8371,6.591811180114747,0.0957854406130268
Oc1ccc2oc(-c3ccc(O)c(Cl)c3)nc2c1,CA III,5.277366077466188,-0.6030769230769231,29557.0647,6.861625862121582,0.1076923076923077
CCc1nc2cc(O)ccc2c(Oc2ccc(C=CC(=O)NC(C)C)cc2)c1-c1ccccc1,CA III,8.0,-0.6030769230769231,29557.0647,6.861625862121582,0.1076923076923077
CC(C)N1CCC(Oc2ccc(CN3CCN(c4ccccc4)CC3)cc2)CC1,CA IV,8.845090733132537,-0.3439102564102564,35031.9265,7.68482494354248,0.0801282051282051
CS(=O)(=O)N1CCC(n2cc(-c3cnc(N)c(-c4nc5ccccc5o4)c3)cn2)CC1,CA IX,6.430626090384954,-0.3566448801742919,49697.2476,4.63723201751709,0.0566448801742919
Cc1cc(=O)oc2cc3c(cc12)CCC(=O)O3,CA XIII,5.267606240177031,-0.4545801526717558,29442.7519,6.451759910583495,0.099236641221374
NS(=O)(=O)Nc1c(F)c(F)c(F)c(F)c1F,CA II,7.494850021680094,-0.5788461538461539,29245.6681,6.867537117004395,0.1038461538461538
Cc1cc(N2CC(C(=O)NN=Cc3ccccc3)CC2=O)c(Cl)c(C)c1S(N)(=O)=O,CA II,7.251811972993799,-0.5788461538461539,29245.6681,6.867537117004395,0.1038461538461538
CC(=N)N1CCC(Oc2ccc(N(Cc3cc4cc(C(=N)N)ccc4n3C)S(C)(=O)=O)cc2)CC1,CA I,5.0,-0.5363984674329502,28869.8371,6.591811180114747,0.0957854406130268
O=C(Nc1ccc(Oc2ccnc3cc(-c4ccc(CN5CCNCC5)cc4)sc23)c(F)c1)N1CCN(c2ccccc2)C1=O,CA IX,7.657577319177793,-0.3566448801742919,49697.2476,4.63723201751709,0.0566448801742919
CC(C)(C)C(=O)Nc1ccc(S(N)(=O)=O)cc1,CA II,6.638272163982407,-0.5788461538461539,29245.6681,6.867537117004395,0.1038461538461538
NS(=O)(=O)c1ccc(NC(=O)c2ccc(S(N)(=O)=O)cc2)cc1,CA II,8.0,-0.5788461538461539,29245.6681,6.867537117004395,0.1038461538461538
NS(=O)(=O)c1ccc(Sc2ccccc2)c(C(=O)NCc2ccccc2)c1,CA II,7.910094888560602,-0.5788461538461539,29245.6681,6.867537117004395,0.1038461538461538
O=C(c1ccc(-c2ccc(OCCCN3CCOCC3)cc2)cc1)N1CCCC1,CA IV,7.389978975335855,-0.3439102564102564,35031.9265,7.68482494354248,0.0801282051282051
N=C(N)c1ccc(CNC(=O)C2CCC=C2C(=O)Nc2ccccc2)cc1,CA I,5.309803919971486,-0.5363984674329502,28869.8371,6.591811180114747,0.0957854406130268
CC(C)c1cc(=O)[nH]c2[nH][nH]c(=O)c12,CA IX,4.200000030616179,-0.3566448801742919,49697.2476,4.63723201751709,0.0566448801742919
CCC(N)(C#Cc1cnc(N)c2c(-c3ccc(NC(=O)Nc4cccc(C)c4)cc3)csc12)CC,CA VA,5.100000128334196,-0.3711475409836066,34749.9918,7.179071617126465,0.1180327868852459
CCN(CC)Cc1ccc(COc2ccc(C(C)=O)cc2)cc1,CA IV,7.040958607678906,-0.3439102564102564,35031.9265,7.68482494354248,0.0801282051282051
Cc1cc(C)[n+](CC(=O)N=c2sc(S(N)(=O)=O)nn2C)c(C)c1.[O-][Cl+3]([O-])([O-])[O-],CA II,8.096910013008056,-0.5788461538461539,29245.6681,6.867537117004395,0.1038461538461538
N=C(N)NCCCC(NC(=O)C(Cc1cccc2ccccc12)NC(=O)C(Cc1ccccc1)NS(=O)(=O)Cc1ccccc1)C(=O)c1nccs1,CA I,4.522878745280337,-0.5363984674329502,28869.8371,6.591811180114747,0.0957854406130268
O=C(C(NS(=O)(=O)c1cnccc1NC(CO)Cc1ccccc1)c1ccc2c(c1)OCO2)N1CCC(CCF)CC1,CA I,7.366531544420414,-0.5363984674329502,28869.8371,6.591811180114747,0.0957854406130268
N#Cc1ccc(-c2ccc3oc(CCN4CCCC4)cc3c2)cc1,CA IV,8.3767507096021,-0.3439102564102564,35031.9265,7.68482494354248,0.0801282051282051
COc1cc2nccc(Oc3ccc4c(C(=O)NCC5CC5)cccc4c3)c2cc1OC,CA IX,5.275724130399211,-0.3566448801742919,49697.2476,4.63723201751709,0.0566448801742919
CCN(CC)C(=O)c1cccc(-c2ccc3c(c2)C2C(CCCCC(=N)N)C(=O)N(CCCCCc4ccccc4)C2C3)c1,CA I,5.301029995663981,-0.5363984674329502,28869.8371,6.591811180114747,0.0957854406130268
Cn1ncc2c1CCCC2=O,CA VA,4.70000006855703,-0.3711475409836066,34749.9918,7.179071617126465,0.1180327868852459
CNS(=O)(=O)c1ccc(Nc2ccc(F)cc2)c([N+](=O)[O-])c1,CA XIII,4.585026652029182,-0.4545801526717558,29442.7519,6.451759910583495,0.099236641221374
NC(C(=O)N1CCCC1C(=O)NCc1cccc(Cl)c1)C(c1ccccc1)c1ccccc1,CA I,7.920818753952375,-0.5363984674329502,28869.8371,6.591811180114747,0.0957854406130268
Fc1ccc(C(c2nnnn2Cc2ccccc2)N2CCn3cnnc3C2)cc1,CA IV,4.698970004336019,-0.3439102564102564,35031.9265,7.68482494354248,0.0801282051282051
Nc1n[nH]c2cccc(-c3ccc(NC(=O)Nc4ccccc4)cc3)c12,CA VA,5.100000128334196,-0.3711475409836066,34749.9918,7.179071617126465,0.1180327868852459
CN(CCN1CCCCC1)C(=O)N1CCC2(CC1)OC(=O)Nc1ccccc12,CA IV,6.0,-0.3439102564102564,35031.9265,7.68482494354248,0.0801282051282051
N=C(N)N1CCCC(NC(=O)CN2CCCCC(N)(Cc3ccccc3)C2=O)C1O,CA I,7.270628211289976,-0.5363984674329502,28869.8371,6.591811180114747,0.0957854406130268
CCc1nc2cc(OC3CCN(C(C)=N)CC3)ccc2n1CC=Cc1cc(N)ccc1O,CA I,6.214670164989233,-0.5363984674329502,28869.8371,6.591811180114747,0.0957854406130268
NS(=O)(=O)c1cc(C(=O)Cn2ccnc2)ccc1Cl,CA II,7.958607314841775,-0.5788461538461539,29245.6681,6.867537117004395,0.1038461538461538
CN(CCN1CCCCC1)C(=O)N1CCC2(CC1)c1ccccc1C(=O)N2C,CA IV,7.346787486224656,-0.3439102564102564,35031.9265,7.68482494354248,0.0801282051282051
N=C(N)N1CCCC(CC(C=O)NC(=O)CN2CCCC(NS(=O)(=O)Cc3ccccc3)C2=O)C1,CA I,8.35726635476997,-0.5363984674329502,28869.8371,6.591811180114747,0.0957854406130268
NS(=O)(=O)c1cc(C(=O)c2ccc(O)cc2)cs1,CA II,8.602059991327963,-0.5788461538461539,29245.6681,6.867537117004395,0.1038461538461538
Cc1cc(C(=O)Nc2ccc(-c3ccccc3C(F)(F)F)cc2)n(-c2cccc(C(=N)N)c2)n1,CA I,6.522878745280337,-0.5363984674329502,28869.8371,6.591811180114747,0.0957854406130268
C=CCC12CCC(O)CC1=CCC1C2CCC2(C)C(O)CCC12,CA III,5.759950227887352,-0.6030769230769231,29557.0647,6.861625862121582,0.1076923076923077
COCCCNCc1cc2cc(S(N)(=O)=O)oc2s1,CA II,7.920818753952375,-0.5788461538461539,29245.6681,6.867537117004395,0.1038461538461538
CCCCNC(=O)c1ccccc1Nc1nc(Nc2ccc3c(c2)CCCC(=O)N3C)ncc1Cl,CA IX,6.79317412396815,-0.3566448801742919,49697.2476,4.63723201751709,0.0566448801742919
NS(=O)(=O)c1cc(S(=O)(=O)c2ccc(O)cc2)cs1,CA II,8.198970004336019,-0.5788461538461539,29245.6681,6.867537117004395,0.1038461538461538
Cc1cc(C)cc(NC(=O)Nc2ccc3c(c2)CCc2sc4ncnc(N)c4c2-3)c1,CA VA,5.100000128334196,-0.3711475409836066,34749.9918,7.179071617126465,0.1180327868852459
CNCc1cc(C(=O)N2CCCN(C3CC3)CC2)ccc1Oc1ccc(SC)c(C)c1,CA IV,9.980053318321158,-0.3439102564102564,35031.9265,7.68482494354248,0.0801282051282051
CCN(CCCOc1ccc2c(Nc3cc(CC(=O)Nc4cccc(F)c4)[nH]n3)ncnc2c1)CCOP(=O)(O)O,CA IX,5.061439064151979,-0.3566448801742919,49697.2476,4.63723201751709,0.0566448801742919
CC1c2c(ccc(O)c2F)OC(c2ccc(OCC(C)N3CCCC3)cc2)C1c1ccc(O)cc1,CA III,9.30102999566398,-0.6030769230769231,29557.0647,6.861625862121582,0.1076923076923077
CN(C)CCNc1c2c(nc3ccccc13)CCCCC2,CA IV,7.320027305722581,-0.3439102564102564,35031.9265,7.68482494354248,0.0801282051282051
Cc1ccc(C(=O)c2ccc3oc(CCN4CCCC4C)cc3c2)cc1,CA IV,9.67778070526608,-0.3439102564102564,35031.9265,7.68482494354248,0.0801282051282051
Cc1cncc2cccc(S(=O)(=O)N3CCCNCC3C)c12,CA IX,5.499999678657065,-0.3566448801742919,49697.2476,4.63723201751709,0.0566448801742919
Nc1c(F)cc(S(N)(=O)=O)cc1Br,CA II,7.481486060122112,-0.5788461538461539,29245.6681,6.867537117004395,0.1038461538461538
NCC(O)(c1ccc(Cl)cc1)c1ccc(-c2cn[nH]c2)cc1,CA IX,4.522878745280337,-0.3566448801742919,49697.2476,4.63723201751709,0.0566448801742919
COc1cc(C=C2SC(=O)NC2=O)ccc1O,CA IX,5.499999678657065,-0.3566448801742919,49697.2476,4.63723201751709,0.0566448801742919
CC1(c2ccc(OCCN3CCCC3)cc2)c2ccc(O)cc2CCN1c1ccc(F)cc1,CA III,7.508638306165727,-0.6030769230769231,29557.0647,6.861625862121582,0.1076923076923077
COc1cccc(C(=O)NC(C)C(=O)N2CCN(CCCOc3ccc(-c4noc(CC5CCCC5)n4)c(F)c3)CC2)c1,CA IV,7.468521082957745,-0.3439102564102564,35031.9265,7.68482494354248,0.0801282051282051
CC1CC(C)OC2(CCC3=Cc4c(cnn4-c4ccc(F)cc4)CC32C)O1,CA III,5.0,-0.6030769230769231,29557.0647,6.861625862121582,0.1076923076923077
O=S(=O)(c1ccc(F)cc1)n1cnc2ccccc21,CA XIII,5.6777807052660805,-0.4545801526717558,29442.7519,6.451759910583495,0.099236641221374
Cc1cc(N2CC(C(=O)NN=Cc3ccc([N+](=O)[O-])cc3)CC2=O)cc(C)c1S(N)(=O)=O,CA II,5.769551078621726,-0.5788461538461539,29245.6681,6.867537117004395,0.1038461538461538
CC1CCN(C(=O)CO)CC1N(C)c1ncnc2[nH]ccc12,CA VA,5.100000128334196,-0.3711475409836066,34749.9918,7.179071617126465,0.1180327868852459
Oc1ccc2c(-c3nc4cc(O)ccc4o3)cccc2c1,CA III,6.815308569182401,-0.6030769230769231,29557.0647,6.861625862121582,0.1076923076923077
CN1CCCC(COc2ccc(CCNC(=O)c3cccn3C)cc2Br)C1,CA IV,5.441291429466834,-0.3439102564102564,35031.9265,7.68482494354248,0.0801282051282051
CSC1=C(c2ccc(O)cc2)C(=O)c2cc(O)cc(O)c21,CA III,8.698970004336019,-0.6030769230769231,29557.0647,6.861625862121582,0.1076923076923077
CCNC1CN(CCCOC)S(=O)(=O)c2sc(S(N)(=O)=O)cc21,CA II,8.522878745280337,-0.5788461538461539,29245.6681,6.867537117004395,0.1038461538461538
CCCC(CCC)C(=O)NNc1ccc(S(N)(=O)=O)cc1,CA II,6.522878745280337,-0.5788461538461539,29245.6681,6.867537117004395,0.1038461538461538
NS(=O)(=O)c1ccc(C(=O)NCc2cccnc2)cc1,CA II,8.397940008672037,-0.5788461538461539,29245.6681,6.867537117004395,0.1038461538461538
Cc1cnc(NC(=O)Nc2cc(Br)c(C)cc2OCC2CNCCO2)cn1,CA IX,4.522878745280337,-0.3566448801742919,49697.2476,4.63723201751709,0.0566448801742919
NS(=O)(=O)c1ccc(NS(=O)(=O)c2ccc(NCc3cc(=O)oc4cc(Cl)ccc34)cc2)cc1,CA II,8.522878745280337,-0.5788461538461539,29245.6681,6.867537117004395,0.1038461538461538
CCC(=C(c1ccc(O)cc1)c1ccc(C=CC(=O)O)cc1)c1ccccc1,CA III,8.599980364934842,-0.6030769230769231,29557.0647,6.861625862121582,0.1076923076923077
Cc1cc(-c2ccccc2)cc(C)[n+]1CC(=O)NCc1ccc(S(N)(=O)=O)cc1.[O-][Cl+3]([O-])([O-])[O-],CA II,7.508638306165727,-0.5788461538461539,29245.6681,6.867537117004395,0.1038461538461538
NS(=O)(=O)c1ccc(NS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)c(I)c1,CA II,6.122053048370812,-0.5788461538461539,29245.6681,6.867537117004395,0.1038461538461538
CN(C)CC(O)COc1ccc(Nc2nccc(Nc3cc(Cl)ccc3Cl)n2)cc1,CA IX,5.59999938302362,-0.3566448801742919,49697.2476,4.63723201751709,0.0566448801742919
O=S(=O)(c1ccc(F)c(F)c1)n1cnc2ccccc21,CA XIII,5.376750709602099,-0.4545801526717558,29442.7519,6.451759910583495,0.099236641221374
CCCC(CCC)C(=O)NC(CC(=O)OC)C(=O)N1CCCC1C(=O)NC1CCCN(C(=N)N)C1O,CA I,8.958607314841775,-0.5363984674329502,28869.8371,6.591811180114747,0.0957854406130268
NS(=O)(=O)c1ccc(NC(=O)c2c(F)c(F)c(F)c(F)c2F)c(F)c1,CA II,7.823908740944319,-0.5788461538461539,29245.6681,6.867537117004395,0.1038461538461538
O=C(Cc1ccc(F)cc1)NC(=O)Nc1ccc(Oc2ncnn3ccc(Cl)c23)c(F)c1,CA IX,5.698970004336019,-0.3566448801742919,49697.2476,4.63723201751709,0.0566448801742919
Oc1ccc(-c2[nH]c3ccccc3c2-c2ccccc2)cc1,CA III,5.080398976215889,-0.6030769230769231,29557.0647,6.861625862121582,0.1076923076923077
CCC(CC)N1CCN(C(=O)CCC(=O)c2ccc(OC)c(F)c2)CC1,CA IV,9.366531544420411,-0.3439102564102564,35031.9265,7.68482494354248,0.0801282051282051
C1=CCOCc2cc(ccc2OCCN2CCCC2)N=C2N=CC=C(N2)c2cccc(c2)COC1,CA IX,4.522878745280337,-0.3566448801742919,49697.2476,4.63723201751709,0.0566448801742919
CCCN(Cc1ccncc1)C(=O)c1cc(C)cc(OCCCON=C(N)N)c1,CA I,7.136677139879544,-0.5363984674329502,28869.8371,6.591811180114747,0.0957854406130268
Cn1cc(-c2cnn3c(N)c(-c4ccc(NC(=O)Nc5cccc(C(F)(F)F)c5)cc4)cnc23)cn1,CA VA,5.100000128334196,-0.3711475409836066,34749.9918,7.179071617126465,0.1180327868852459
CCOC(=O)CC1C(=O)N(CC(=O)NC(CCCN=C(N)N)C(=O)c2nccs2)CCN1S(=O)(=O)Cc1ccccc1,CA I,5.4604093769761874,-0.5363984674329502,28869.8371,6.591811180114747,0.0957854406130268
NS(=O)(=O)c1ccc(Sc2ccccc2)c(C(=O)NCc2ccccn2)c1,CA II,7.170053304058364,-0.5788461538461539,29245.6681,6.867537117004395,0.1038461538461538
NS(=O)(=O)c1cc(S(N)(=O)=O)c(NCc2cc(=O)oc3cc(Cl)ccc23)c(Cl)c1Cl,CA II,7.744727494896693,-0.5788461538461539,29245.6681,6.867537117004395,0.1038461538461538
O=S(=O)(c1ccccc1)N1Cc2cc(O)ccc2C(c2ccc(O)cc2)C1,CA III,6.920818753952375,-0.6030769230769231,29557.0647,6.861625862121582,0.1076923076923077
O=C(Nc1cccc(Cl)c1)Nc1ncc(CCNc2ncnc3ccsc23)s1,CA IX,5.411438174069042,-0.3566448801742919,49697.2476,4.63723201751709,0.0566448801742919
NS(=O)(=O)c1cc2c(s1)C(O)CCS2,CA II,7.7429919097996756,-0.5788461538461539,29245.6681,6.867537117004395,0.1038461538461538
O=C1NCc2c1cccc2-c1cccs1,CA IX,4.300000029139089,-0.3566448801742919,49697.2476,4.63723201751709,0.0566448801742919
NC(=O)c1ccc(-n2cccc(C(=O)Nc3ccc(Oc4ccnc5[nH]ccc45)c(F)c3)c2=O)cc1,CA IX,6.0,-0.3566448801742919,49697.2476,4.63723201751709,0.0566448801742919
O=C1c2ccc(O)cc2OC(c2ccc(O)cc2)C1c1ccc(O)cc1,CA III,6.309803919971486,-0.6030769230769231,29557.0647,6.861625862121582,0.1076923076923077
CC1(C)C2CC3OB(C(CCCCN)NC(=O)Cn4nc(CC#N)cc4CCc4ccccc4)OC3(C)C1C2,CA I,8.337242168318426,-0.5363984674329502,28869.8371,6.591811180114747,0.0957854406130268
NS(=O)(=O)c1ccc(Nc2ccnc(NS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)n2)cc1,CA II,7.698970004336019,-0.5788461538461539,29245.6681,6.867537117004395,0.1038461538461538
N=C(N)c1ccc2[nH]c(-c3cccc(-c4ccccc4)c3O)cc2c1Cl,CA I,4.187086643357144,-0.5363984674329502,28869.8371,6.591811180114747,0.0957854406130268
CC1(C)OC2OC(C(=O)NS(N)(=O)=O)C3OC(C)(C)OC3C2O1,CA II,4.6020599913279625,-0.5788461538461539,29245.6681,6.867537117004395,0.1038461538461538
O=C(c1nc2c(s1)CNCC2)N1CCN(S(=O)(=O)c2ccc3cc(Cl)ccc3c2)CC1,CA I,5.537602002101044,-0.5363984674329502,28869.8371,6.591811180114747,0.0957854406130268
COc1ccc2ccc(S(=O)(=O)NC(CCCNc3cccnn3)C(=O)N3CCC(C)CC3)cc2c1,CA I,5.638272163982407,-0.5363984674329502,28869.8371,6.591811180114747,0.0957854406130268
Oc1ccc(C2Sc3cc(O)ccc3SC2c2ccc(OCCN3CCCCC3)c(Br)c2)cc1,CA III,8.301029995663981,-0.6030769230769231,29557.0647,6.861625862121582,0.1076923076923077
NC1CCC(CNC(=O)C2CCCN2C(=O)C(N)C(c2ccccc2)c2ccccc2)CC1,CA I,10.0,-0.5363984674329502,28869.8371,6.591811180114747,0.0957854406130268
NS(=O)(=O)c1ccc(C(=O)NC(Cc2ccccc2)C(=O)O)cc1,CA II,7.585026652029182,-0.5788461538461539,29245.6681,6.867537117004395,0.1038461538461538
CCNC(=O)c1cc(S(N)(=O)=O)ccc1Sc1ccccc1,CA II,7.671620396561262,-0.5788461538461539,29245.6681,6.867537117004395,0.1038461538461538
